time [s],Chamber Pressure [Pa],Tank Pressure [Pa],Gas Tank Pressure [Pa],Oxidizer Mass Flow Rate [kg/s],Oxidizer mass consumption [kg],Oxidizer Residual Volume [m^3],Gas volume flow rate [m^3],Fuel mass flow rate [kg/s],Fuel Mass Consumption [kg],Fuel Port Diameter [m],Oxidizer Mass Flux [kg/m^2/s],Fuel Regression Rate [m/s],Nozzle Throat Diameter [m],Nozzle Exit Pressure [Pa],Thrust Coefficient,Specific Exhaust Velocity [m/s],O/F,Thrust [N],Total Impulse [N-s]
,Pc,Pt,Pg,mox,Mox,Vox,vg,mf,Mf,Df,Gox,r,Dt,Pe,CF,cstr,of,F,I
3.72,2232895.517,4519006.475,4519006.475,1.668475039,6.60357263,0.006450779,1.40E-05,0.454316948,1.808405459,0.090142239,261.4406714,0.003691399,0.0377,82184.56652,1.44663479,1174.175673,3.672492925,4556.154678,18269.57884
3.73,2229877.964,4509116.006,4509116.006,1.665965117,6.620252531,0.006436763,1.40E-05,0.45382725,1.812947455,0.090196746,260.7319672,0.003685192,0.0377,82073.97906,1.446323851,1174.248161,3.670925127,4549.019478,18315.12623
3.74,2226875.223,4499286.442,4499286.442,1.663468275,6.636891976,0.00642278,1.40E-05,0.453339687,1.817482011,0.090251256,260.0268126,0.003679009,0.0377,81963.93223,1.446013597,1174.320231,3.669365495,4541.919287,18360.55935
3.75,2223881.83,4489499.134,4489499.134,1.660979747,6.65352192,0.006408805,1.40E-05,0.452853458,1.822014253,0.090305769,259.3244525,0.003672845,0.0377,81854.22531,1.445703468,1174.392074,3.667810075,4534.841179,18405.96468
3.76,2220903.061,4479771.825,4479771.825,1.658504138,6.670111614,0.006394864,1.39E-05,0.452369342,1.826539088,0.090360284,258.6255964,0.003666705,0.0377,81745.05198,1.445394018,1174.463496,3.666262738,4527.797633,18451.25629
3.77,2217933.479,4470086.001,4470086.001,1.656036707,6.686692026,0.006380931,1.39E-05,0.451886538,1.831061643,0.090414802,257.9294951,0.003660583,0.0377,81636.21243,1.445084689,1174.534689,3.664719542,4520.775789,18496.52069
3.78,2214978.338,4460459.289,4460459.289,1.653582037,6.70323239,0.006367032,1.39E-05,0.451405825,1.835576825,0.090469323,257.236853,0.003654485,0.0377,81527.89948,1.444776034,1174.605458,3.663184348,4513.788073,18541.67192
3.79,2212032.228,4450873.309,4450873.309,1.651135413,6.71976369,0.00635314,1.39E-05,0.450926406,1.840089763,0.090523846,256.5469266,0.003648405,0.0377,81419.91418,1.444467493,1174.675996,3.661653225,4506.821684,18586.79651
3.8,2209100.38,4441345.572,4441345.572,1.648701396,6.736255141,0.006339281,1.39E-05,0.450449053,1.84459536,0.090578372,255.8604154,0.003642349,0.0377,81312.44851,1.444159621,1174.746108,3.660130024,4499.888996,18631.80846
3.81,2206177.409,4431857.829,4431857.829,1.646275292,6.75273774,0.00632543,1.39E-05,0.449972975,1.849098748,0.090632901,255.1765815,0.00363631,0.0377,81205.30442,1.443851858,1174.815986,3.658610825,4492.97727,18676.79435
3.82,2203268.524,4422427.48,4422427.48,1.643861644,6.769180688,0.006311613,1.38E-05,0.449498943,1.853594827,0.090687433,254.4961197,0.003630295,0.0377,81098.67302,1.443544758,1174.885438,3.65709947,4486.098826,18721.66812
3.83,2200368.367,4413036.405,4413036.405,1.641455781,6.785614995,0.006297803,1.38E-05,0.449026166,1.85808873,0.090741967,253.8182974,0.003624298,0.0377,80992.35716,1.44323776,1174.954655,3.655592049,4479.240986,18766.51639
3.84,2197482.127,4403701.89,4403701.89,1.639062224,6.802009845,0.006284025,1.38E-05,0.448555412,1.862575357,0.090796504,253.1438048,0.003618323,0.0377,80886.54718,1.442931421,1175.023444,3.654092395,4472.416022,18811.25305
3.85,2194604.477,4394405.947,4394405.947,1.636676324,6.818396261,0.006270255,1.38E-05,0.448085894,1.867059842,0.090851044,252.4719145,0.003612366,0.0377,80781.0472,1.44262518,1175.092002,3.652596608,4465.611333,18855.96476
3.86,2191740.589,4385165.748,4385165.748,1.634302577,6.834743412,0.006256518,1.37E-05,0.447618378,1.871537081,0.090905587,251.8033111,0.003606432,0.0377,80676.04719,1.442319593,1175.160144,3.651108505,4458.839155,18900.56538
3.87,2188885.164,4375963.432,4375963.432,1.631936358,6.851082334,0.006242788,1.37E-05,0.447152078,1.876012213,0.090960132,251.1372728,0.003600515,0.0377,80571.35245,1.442014101,1175.228067,3.649624198,4452.086949,18945.1416
3.88,2186043.354,4366816.063,4366816.063,1.629582142,6.867382179,0.006229091,1.37E-05,0.446687758,1.880480129,0.09101468,250.4744796,0.00359462,0.0377,80467.1525,1.441709263,1175.295586,3.648147495,4445.366905,18989.60723
3.89,2183209.881,4357705.904,4357705.904,1.627235326,6.883673997,0.0062154,1.37E-05,0.446224635,1.884945972,0.091069231,249.814215,0.003588742,0.0377,80363.25376,1.441404518,1175.362897,3.646674519,4438.666543,19034.049
3.9,2180389.877,4348649.91,4348649.91,1.624900367,6.899926925,0.006201742,1.37E-05,0.44576347,1.889404629,0.091123784,249.1571544,0.003582887,0.0377,80259.84518,1.441100426,1175.429816,3.645209069,4431.998002,19078.38067
3.91,2177578.089,4339630.468,4339630.468,1.622572684,6.916172025,0.006188091,1.37E-05,0.445303484,1.893861244,0.09117834,248.5025866,0.003577048,0.0377,80156.7343,1.440796427,1175.496539,3.643747278,4425.348863,19122.68901
3.92,2174779.625,4330664.425,4330664.425,1.620256712,6.932378417,0.006174472,1.36E-05,0.444845434,1.898310705,0.091232899,247.8511825,0.003571232,0.0377,80054.10949,1.440493082,1175.562881,3.642292935,4418.731214,19166.88775
3.93,2171989.257,4321734.29,4321734.29,1.617947895,6.94857718,0.00616086,1.36E-05,0.444388546,1.902758156,0.091287461,247.202236,0.003565432,0.0377,79951.77936,1.44018983,1175.629038,3.640842184,4412.132693,19211.06369
3.94,2169212.073,4312856.804,4312856.804,1.615650647,6.964737414,0.006147279,1.36E-05,0.443933572,1.907198482,0.091342025,246.5564136,0.003559654,0.0377,79849.93168,1.439887234,1175.694825,3.639398805,4405.56534,19255.13051
3.95,2166442.867,4304014.597,4304014.597,1.613360435,6.980890212,0.006133706,1.36E-05,0.443479742,1.911636831,0.091396592,245.9130144,0.003553892,0.0377,79748.37608,1.439584734,1175.760438,3.637958954,4399.016849,19299.17505
3.96,2163686.705,4295224.305,4295224.305,1.611081653,6.997004661,0.006120164,1.35E-05,0.443027806,1.916068083,0.091451162,245.2727004,0.003548152,0.0377,79647.29971,1.439282892,1175.825693,3.6365264,4392.499211,19343.11095
3.97,2160938.405,4286468.674,4286468.674,1.608809789,7.013111864,0.006106629,1.35E-05,0.442576996,1.92049739,0.091505735,244.6347758,0.003542427,0.0377,79546.5132,1.438981148,1175.890783,3.635097309,4386.000178,19387.02508
3.98,2158203.013,4277764.239,4277764.239,1.60654922,7.029180894,0.006093125,1.35E-05,0.44212806,1.924919629,0.09156031,243.9998982,0.003536724,0.0377,79446.20303,1.438680066,1175.955527,3.633675442,4379.531689,19430.83105
3.99,2155475.37,4269093.863,4269093.863,1.604295454,7.045242868,0.006079628,1.35E-05,0.441680233,1.929339954,0.091614888,243.3673769,0.003531037,0.0377,79346.18078,1.438379085,1176.020116,3.632256975,4373.081553,19474.61577
4,2152760.499,4260473.977,4260473.977,1.602052848,7.06126684,0.006066162,1.35E-05,0.44123426,1.93375324,0.091669469,242.7378649,0.003525372,0.0377,79246.63222,1.438078769,1176.084368,3.63084566,4366.66166,19518.29279
4.01,2150053.266,4251887.561,4251887.561,1.599816933,7.077283943,0.006052703,1.35E-05,0.440789379,1.938164642,0.091724052,242.1106768,0.003519721,0.0377,79147.36988,1.437778558,1176.148476,3.629437683,4360.259875,19561.94905
4.02,2147358.671,4243350.943,4243350.943,1.597592047,7.093263216,0.006039275,1.34E-05,0.440346332,1.942569034,0.091778638,241.4864612,0.003514092,0.0377,79048.57877,1.437479016,1176.212257,3.628036787,4353.888035,19605.49808
4.03,2144671.605,4234847.217,4234847.217,1.595373742,7.109235803,0.006025852,1.34E-05,0.439904361,1.946971572,0.091833227,240.8645376,0.003508479,0.0377,78950.07232,1.437179584,1176.275903,3.626639169,4347.534062,19649.02686
4.04,2141997.046,4226392.612,4226392.612,1.593166337,7.125170727,0.006012462,1.34E-05,0.439464205,1.951367127,0.091887819,240.2455502,0.003502886,0.0377,78852.03473,1.436880824,1176.339233,3.625248562,4341.209744,19692.44886
4.05,2139329.907,4217970.334,4217970.334,1.590965405,7.141099147,0.005999076,1.34E-05,0.439025108,1.955760859,0.091942413,239.6288235,0.003497308,0.0377,78754.28029,1.436582178,1176.402437,3.623861173,4334.903054,19735.85111
4.06,2136675.147,4209596.514,4209596.514,1.588775246,7.156990071,0.005985723,1.34E-05,0.438587807,1.960147635,0.091997011,239.0149976,0.003491751,0.0377,78656.9924,1.43628421,1176.465333,3.622480727,4328.625733,19779.14702
4.07,2134027.7,4201254.467,4201254.467,1.586591454,7.17287467,0.005972374,1.33E-05,0.43815155,1.964532618,0.09205161,238.4034017,0.003486209,0.0377,78559.98614,1.435986358,1176.528112,3.621103442,4322.365805,19822.42367
4.08,2131392.504,4192960.227,4192960.227,1.584418311,7.188721936,0.005959057,1.33E-05,0.437717071,1.968910672,0.092106213,237.7946716,0.003480687,0.0377,78463.44404,1.435689188,1176.590591,3.619733032,4316.134962,19865.59443
4.09,2128764.516,4184697.219,4184697.219,1.582251433,7.204563053,0.005945745,1.33E-05,0.43728362,1.973286962,0.092160818,237.1881413,0.00347518,0.0377,78367.18199,1.435392138,1176.652962,3.618365725,4309.92128,19908.74642
4.1,2126148.653,4176481.379,4176481.379,1.580095082,7.220366999,0.005932465,1.33E-05,0.436851927,1.977656351,0.092215426,236.5844427,0.003469693,0.0377,78271.38158,1.435095773,1176.715042,3.617005228,4303.736401,19951.79296
4.11,2123539.894,4168296.241,4168296.241,1.577944893,7.236164972,0.005919189,1.33E-05,0.436421248,1.982024004,0.092270037,235.9829143,0.003464221,0.0377,78175.85947,1.434799532,1176.777021,3.615647778,4297.568453,19994.82119
4.12,2120943.136,4160157.645,4160157.645,1.575805113,7.251925932,0.005905945,1.32E-05,0.43599231,1.986384781,0.092324651,235.3841839,0.003458769,0.0377,78080.7963,1.434503978,1176.838716,3.614297073,4291.429027,20037.74442
4.13,2118353.378,4152049.232,4152049.232,1.573671396,7.26768109,0.005892705,1.32E-05,0.43556437,1.990743852,0.092379267,234.7875949,0.003453331,0.0377,77986.00944,1.434208551,1176.900316,3.612949361,4285.306303,20080.64982
4.14,2115775.498,4143986.747,4143986.747,1.57154797,7.283399394,0.005879496,1.32E-05,0.435138154,1.995096075,0.092433886,234.1937708,0.003447913,0.0377,77891.67855,1.433913814,1176.961639,3.611608331,4279.21182,20123.45064
4.15,2113204.517,4135953.937,4135953.937,1.569430511,7.299112066,0.005866292,1.32E-05,0.434712922,1.999446618,0.092488508,233.6020596,0.00344251,0.0377,77797.62168,1.433619204,1177.022874,3.61027024,4273.13381,20166.2341
4.16,2110645.292,4127966.453,4127966.453,1.567323228,7.314788038,0.005853119,1.32E-05,0.434289396,2.003790339,0.092543132,233.0130809,0.003437126,0.0377,77704.01748,1.433325285,1177.083838,3.608938769,4267.083761,20208.91341
4.17,2108092.864,4120008.147,4120008.147,1.565221818,7.330458547,0.005839951,1.32E-05,0.433866838,2.008132409,0.092597759,232.4261873,0.003431756,0.0377,77610.68465,1.433031494,1177.144718,3.607610185,4261.049953,20251.57582
4.18,2105552.07,4112094.575,4112094.575,1.563130471,7.346092508,0.005826813,1.31E-05,0.433445971,2.012467681,0.092652389,231.8419945,0.003426405,0.0377,77517.80077,1.432738394,1177.205332,3.60628816,4255.043827,20294.1345
4.19,2103017.974,4104209.693,4104209.693,1.561044904,7.361721172,0.00581368,1.31E-05,0.433026059,2.016801331,0.092707022,231.2598593,0.003421069,0.0377,77425.18518,1.432445421,1177.265867,3.604968971,4249.053708,20336.67674
4.2,2100495.393,4096368.966,4096368.966,1.558969291,7.377313439,0.005800577,1.31E-05,0.43260782,2.021128208,0.092761657,230.6803937,0.003415752,0.0377,77333.01438,1.432153138,1177.326139,3.603656282,4243.090989,20379.11567
4.21,2097979.409,4088556.451,4088556.451,1.556899368,7.392900573,0.005787479,1.31E-05,0.432190523,2.02545349,0.092816295,230.1029591,0.003410448,0.0377,77241.10809,1.43186098,1177.386335,3.602346379,4237.144039,20421.5386
4.22,2095474.813,4080787.524,4080787.524,1.554839293,7.40845146,0.005774411,1.31E-05,0.431774883,2.029772024,0.092870936,229.5281637,0.003405163,0.0377,77149.64023,1.431569504,1177.446267,3.601042919,4231.224178,20463.85864
